"","Brand","ProductName","ShadeName","ShadeColour","L"
"1475","Hourglass","Vanish Seamless Finish Foundation Stick","VANILLA","#D5A48F",0.698039215686274
"1476","Hourglass","Vanish Seamless Finish Foundation Stick","SHELL","#C28F70",0.6
"1477","Hourglass","Vanish Seamless Finish Foundation Stick","NATURAL","#CF956B",0.615686274509804
"1478","Hourglass","Vanish Seamless Finish Foundation Stick","BUFF","#C48D6A",0.592156862745098
"1479","Hourglass","Vanish Seamless Finish Foundation Stick","IVORY","#B98669",0.568627450980392
"1480","Hourglass","Vanish Seamless Finish Foundation Stick","WARM IVORY","#B68658",0.529411764705882
"1481","Hourglass","Vanish Seamless Finish Foundation Stick","NUDE","#AF7955",0.509803921568627
"1482","Hourglass","Vanish Seamless Finish Foundation Stick","SAND","#A8774C",0.47843137254902
"1483","Hourglass","Vanish Seamless Finish Foundation Stick","GOLDEN","#B07740",0.470588235294118
"1484","Hourglass","Vanish Seamless Finish Foundation Stick","GOLDEN NATURAL","#AA753F",0.456862745098039
"1485","Hourglass","Vanish Seamless Finish Foundation Stick","LIGHT BEIGE","#AF775A",0.519607843137255
"1486","Hourglass","Vanish Seamless Finish Foundation Stick","BEIGE","#9B6A3F",0.427450980392157
"1487","Hourglass","Vanish Seamless Finish Foundation Stick","WARM BEIGE","#986341",0.425490196078431
"1488","Hourglass","Vanish Seamless Finish Foundation Stick","GOLDEN TAN","#A66C47",0.464705882352941
"1489","Hourglass","Vanish Seamless Finish Foundation Stick","HONEY","#A7643D",0.447058823529412
"1490","Hourglass","Vanish Seamless Finish Foundation Stick","WARM HONEY","#A96D39",0.443137254901961
"1491","Hourglass","Vanish Seamless Finish Foundation Stick","AMBER","#9D5A30",0.401960784313726
"1492","Hourglass","Vanish Seamless Finish Foundation Stick","GOLDEN AMBER","#83533C",0.374509803921569
"1493","Hourglass","Vanish Seamless Finish Foundation Stick","NATURAL AMBER","#78471F",0.296078431372549
"1494","Hourglass","Vanish Seamless Finish Foundation Stick","GOLDEN ALMOND","#613319",0.23921568627451
"1495","Hourglass","Vanish Seamless Finish Foundation Stick","ALMOND","#5A3324",0.247058823529412
"1496","Hourglass","Vanish Seamless Finish Foundation Stick","SABLE","#5C341A",0.231372549019608
"1497","Hourglass","Vanish Seamless Finish Foundation Stick","WALNUT","#532620",0.225490196078431
"1498","Hourglass","Vanish Seamless Finish Foundation Stick","CHESTNUT","#3C2015",0.158823529411765
"1499","Hourglass","Vanish Seamless Finish Foundation Stick","ESPRESSO","#2F1D13",0.129411764705882
"1500","Hourglass","Vanish Seamless Finish Foundation Stick","WARM ALMOND","#7A3E22",0.305882352941176
"1501","Nars","Natural Radiant Longwear Foundation","OSLO","#EDC9B3",0.815686274509804
"1502","Nars","Natural Radiant Longwear Foundation","MONT BLANC","#FBCAA9",0.823529411764706
"1503","Nars","Natural Radiant Longwear Foundation","YUKON","#EDC3AA",0.798039215686275
"1504","Nars","Natural Radiant Longwear Foundation","SALZBURG","#EEC398",0.764705882352941
"1505","Nars","Natural Radiant Longwear Foundation","DEAUVILLE","#F3BF97",0.772549019607843
"1506","Nars","Natural Radiant Longwear Foundation","VIENNA","#EAC29F",0.770588235294118
"1507","Nars","Natural Radiant Longwear Foundation","FIJI","#EFBB89",0.737254901960784
"1508","Nars","Natural Radiant Longwear Foundation","PUNJAB","#EDAF7C",0.707843137254902
"1509","Nars","Natural Radiant Longwear Foundation","PATAGONIA","#E3BB97",0.741176470588235
"1510","Nars","Natural Radiant Longwear Foundation","VALLAURIS","#ECB388",0.729411764705882
"1511","Nars","Natural Radiant Longwear Foundation","SANTA FE","#E9AC80",0.707843137254902
"1512","Nars","Natural Radiant Longwear Foundation","SAHEL","#E6B78B",0.723529411764706
"1513","Nars","Natural Radiant Longwear Foundation","STROMBOLI","#E0AD74",0.666666666666667
"1514","Nars","Natural Radiant Longwear Foundation","VANUATU","#D6AB7E",0.666666666666667
"1515","Nars","Natural Radiant Longwear Foundation","BARCELONA","#E8B28C",0.729411764705882
"1516","Nars","Natural Radiant Longwear Foundation","VALENCIA","#D6A46F",0.637254901960784
"1517","Nars","Natural Radiant Longwear Foundation","ARUBA","#CCA57E",0.647058823529412
"1518","Nars","Natural Radiant Longwear Foundation","SYRACUSE","#CB8756",0.566666666666667
"1519","Nars","Natural Radiant Longwear Foundation","TAHOE","#DF924A",0.582352941176471
"1520","Nars","Natural Radiant Longwear Foundation","MOOREA","#CE9A61",0.594117647058824
"1521","Nars","Natural Radiant Longwear Foundation","HUAHINE","#D2986A",0.619607843137255
"1522","Nars","Natural Radiant Longwear Foundation","CADIZ","#BD8054",0.535294117647059
"1523","Nars","Natural Radiant Longwear Foundation","CARACAS","#C8874F",0.547058823529412
"1524","Nars","Natural Radiant Longwear Foundation","BELEM","#B5764A",0.5
"1525","Nars","Natural Radiant Longwear Foundation","MACAO","#A56A42",0.452941176470588
"1526","Nars","Natural Radiant Longwear Foundation","MARQUISES","#B57339",0.466666666666667
"1527","Nars","Natural Radiant Longwear Foundation","MANAUS","#A76739",0.43921568627451
"1528","Nars","Natural Radiant Longwear Foundation","NEW CALEDONIA","#9D5E2B",0.392156862745098
"1529","Nars","Natural Radiant Longwear Foundation","IGUACU","#955934",0.394117647058824
"1530","Nars","Natural Radiant Longwear Foundation","ZAMBIE","#905533",0.382352941176471
"1531","Nars","Natural Radiant Longwear Foundation","MALI","#81461C",0.307843137254902
"1532","Nars","Natural Radiant Longwear Foundation","GOBI","#FBD6AC",0.829411764705882
"1533","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","LIGHT EF 03","#FEDCB6",0.854901960784314
"1534","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","LIGHT EF 04","#FEDBA5",0.82156862745098
"1535","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","LIGHT EF 05","#F7CBA4",0.805882352941176
"1536","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 06","#F9CDA6",0.813725490196078
"1537","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 07","#F8CA8F",0.766666666666667
"1538","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 08","#F3C893",0.764705882352941
"1539","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 09","#F2BE84",0.733333333333333
"1540","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 10","#F2BE8C",0.749019607843137
"1541","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","MEDIUM EF 11","#E7B584",0.711764705882353
"1542","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","DEEP EF 12","#E6B37E",0.698039215686274
"1543","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","DEEP EF 13","#DCA674",0.658823529411765
"1544","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","DEEP EF 14","#D69660",0.607843137254902
"1545","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","DEEP EF 15","#C18851",0.537254901960784
"1546","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","DEEP EF 16","#C18851",0.537254901960784
"1547","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","LIGHT EF 01","#FCDEB8",0.854901960784314
"1548","Kevyn Aucoin","The Etherealist Skin Illuminating Foundation","LIGHT EF 02","#FDDDA8",0.825490196078431
"1549","Sisley-Paris","Phyto Teint Expert","PORCELAINE","#E8BC95",0.747058823529412
"1550","Sisley-Paris","Phyto Teint Expert","HONEY","#C79364",0.586274509803922
"1551","Sisley-Paris","Phyto Teint Expert","VANILLA","#e8bc95",0.747058823529412
"1552","Sisley-Paris","Phyto Teint Expert","IVORY","#E4B893",0.735294117647059
"1553","Sisley-Paris","Phyto Teint Expert","SOFT BEIGE","#DDB496",0.727450980392157
"1554","Sisley-Paris","Phyto Teint Expert","SAND","#D7A67D",0.666666666666667
"1555","Sisley-Paris","Phyto Teint Expert","NATURAL","#C69476",0.619607843137255
